#                             P           Q            P           Q
#                R                 5p                       6s 
   931      1.9532E-04   1.5438E-05 -1.5661E-06   1.9060E-03 -3.7187E-04
   932      1.9728E-04   1.5743E-05 -1.5980E-06   1.9234E-03 -3.7595E-04
   933      1.9927E-04   1.6053E-05 -1.6306E-06   1.9410E-03 -3.8005E-04
   934      2.0127E-04   1.6370E-05 -1.6639E-06   1.9587E-03 -3.8419E-04
   935      2.0329E-04   1.6693E-05 -1.6977E-06   1.9766E-03 -3.8836E-04
   936      2.0534E-04   1.7022E-05 -1.7322E-06   1.9946E-03 -3.9255E-04
   937      2.0740E-04   1.7357E-05 -1.7674E-06   2.0128E-03 -3.9679E-04
   938      2.0948E-04   1.7700E-05 -1.8032E-06   2.0312E-03 -4.0105E-04
   939      2.1159E-04   1.8049E-05 -1.8397E-06   2.0497E-03 -4.0535E-04
   940      2.1372E-04   1.8404E-05 -1.8770E-06   2.0684E-03 -4.0967E-04
   941      2.1586E-04   1.8767E-05 -1.9149E-06   2.0872E-03 -4.1404E-04
   942      2.1803E-04   1.9137E-05 -1.9536E-06   2.1063E-03 -4.1843E-04
   943      2.2022E-04   1.9515E-05 -1.9930E-06   2.1255E-03 -4.2286E-04
   944      2.2244E-04   1.9899E-05 -2.0332E-06   2.1448E-03 -4.2732E-04
   945      2.2467E-04   2.0292E-05 -2.0741E-06   2.1643E-03 -4.3182E-04
   946      2.2693E-04   2.0692E-05 -2.1158E-06   2.1840E-03 -4.3636E-04
   947      2.2921E-04   2.1099E-05 -2.1584E-06   2.2039E-03 -4.4092E-04
   948      2.3152E-04   2.1515E-05 -2.2017E-06   2.2240E-03 -4.4553E-04
   949      2.3384E-04   2.1939E-05 -2.2459E-06   2.2442E-03 -4.5017E-04
   950      2.3619E-04   2.2372E-05 -2.2910E-06   2.2646E-03 -4.5484E-04
   951      2.3857E-04   2.2812E-05 -2.3369E-06   2.2852E-03 -4.5955E-04
   952      2.4096E-04   2.3262E-05 -2.3837E-06   2.3060E-03 -4.6430E-04
   953      2.4339E-04   2.3720E-05 -2.4314E-06   2.3269E-03 -4.6909E-04
   954      2.4583E-04   2.4188E-05 -2.4801E-06   2.3480E-03 -4.7391E-04
   955      2.4830E-04   2.4664E-05 -2.5297E-06   2.3694E-03 -4.7878E-04
   956      2.5080E-04   2.5150E-05 -2.5802E-06   2.3909E-03 -4.8368E-04
   957      2.5332E-04   2.5646E-05 -2.6317E-06   2.4126E-03 -4.8862E-04
   958      2.5586E-04   2.6151E-05 -2.6843E-06   2.4345E-03 -4.9360E-04
   959      2.5844E-04   2.6666E-05 -2.7378E-06   2.4565E-03 -4.9861E-04
   960      2.6103E-04   2.7192E-05 -2.7924E-06   2.4788E-03 -5.0367E-04
   961      2.6366E-04   2.7727E-05 -2.8480E-06   2.5013E-03 -5.0877E-04
   962      2.6631E-04   2.8273E-05 -2.9048E-06   2.5240E-03 -5.1391E-04
   963      2.6898E-04   2.8830E-05 -2.9626E-06   2.5468E-03 -5.1909E-04
   964      2.7169E-04   2.9398E-05 -3.0216E-06   2.5699E-03 -5.2431E-04
   965      2.7442E-04   2.9977E-05 -3.0817E-06   2.5932E-03 -5.2958E-04
   966      2.7717E-04   3.0568E-05 -3.1429E-06   2.6166E-03 -5.3488E-04
   967      2.7996E-04   3.1169E-05 -3.2054E-06   2.6403E-03 -5.4023E-04
   968      2.8277E-04   3.1783E-05 -3.2691E-06   2.6642E-03 -5.4563E-04
   969      2.8562E-04   3.2409E-05 -3.3340E-06   2.6883E-03 -5.5106E-04
   970      2.8849E-04   3.3047E-05 -3.4002E-06   2.7126E-03 -5.5654E-04
   971      2.9139E-04   3.3698E-05 -3.4677E-06   2.7371E-03 -5.6207E-04
   972      2.9431E-04   3.4361E-05 -3.5365E-06   2.7619E-03 -5.6764E-04
   973      2.9727E-04   3.5038E-05 -3.6066E-06   2.7868E-03 -5.7325E-04
   974      3.0026E-04   3.5728E-05 -3.6781E-06   2.8120E-03 -5.7891E-04
   975      3.0328E-04   3.6431E-05 -3.7510E-06   2.8374E-03 -5.8462E-04
   976      3.0633E-04   3.7148E-05 -3.8254E-06   2.8630E-03 -5.9037E-04
   977      3.0940E-04   3.7879E-05 -3.9011E-06   2.8888E-03 -5.9617E-04
   978      3.1251E-04   3.8625E-05 -3.9784E-06   2.9149E-03 -6.0202E-04
   979      3.1565E-04   3.9385E-05 -4.0572E-06   2.9412E-03 -6.0791E-04
   980      3.1883E-04   4.0160E-05 -4.1375E-06   2.9677E-03 -6.1386E-04
   981      3.2203E-04   4.0951E-05 -4.2193E-06   2.9945E-03 -6.1985E-04
   982      3.2527E-04   4.1757E-05 -4.3028E-06   3.0215E-03 -6.2589E-04
   983      3.2854E-04   4.2578E-05 -4.3879E-06   3.0487E-03 -6.3198E-04
   984      3.3184E-04   4.3416E-05 -4.4747E-06   3.0761E-03 -6.3812E-04
   985      3.3517E-04   4.4271E-05 -4.5631E-06   3.1038E-03 -6.4431E-04
   986      3.3854E-04   4.5142E-05 -4.6533E-06   3.1318E-03 -6.5056E-04
   987      3.4194E-04   4.6030E-05 -4.7453E-06   3.1600E-03 -6.5685E-04
   988      3.4538E-04   4.6935E-05 -4.8390E-06   3.1884E-03 -6.6320E-04
   989      3.4885E-04   4.7859E-05 -4.9346E-06   3.2171E-03 -6.6960E-04
   990      3.5236E-04   4.8800E-05 -5.0320E-06   3.2460E-03 -6.7605E-04
   991      3.5590E-04   4.9760E-05 -5.1314E-06   3.2752E-03 -6.8255E-04
   992      3.5948E-04   5.0739E-05 -5.2327E-06   3.3046E-03 -6.8911E-04
   993      3.6309E-04   5.1737E-05 -5.3360E-06   3.3343E-03 -6.9573E-04
   994      3.6674E-04   5.2754E-05 -5.4413E-06   3.3642E-03 -7.0240E-04
   995      3.7042E-04   5.3792E-05 -5.5486E-06   3.3944E-03 -7.0912E-04
   996      3.7415E-04   5.4849E-05 -5.6581E-06   3.4249E-03 -7.1590E-04
   997      3.7791E-04   5.5928E-05 -5.7697E-06   3.4556E-03 -7.2274E-04
   998      3.8171E-04   5.7028E-05 -5.8835E-06   3.4866E-03 -7.2963E-04
   999      3.8554E-04   5.8149E-05 -5.9995E-06   3.5179E-03 -7.3658E-04
  1000      3.8942E-04   5.9292E-05 -6.1178E-06   3.5494E-03 -7.4359E-04
  1001      3.9333E-04   6.0458E-05 -6.2384E-06   3.5812E-03 -7.5066E-04
  1002      3.9728E-04   6.1646E-05 -6.3613E-06   3.6133E-03 -7.5778E-04
  1003      4.0128E-04   6.2858E-05 -6.4867E-06   3.6456E-03 -7.6497E-04
  1004      4.0531E-04   6.4093E-05 -6.6145E-06   3.6783E-03 -7.7221E-04
  1005      4.0938E-04   6.5353E-05 -6.7448E-06   3.7112E-03 -7.7952E-04
  1006      4.1350E-04   6.6638E-05 -6.8776E-06   3.7444E-03 -7.8689E-04
  1007      4.1765E-04   6.7947E-05 -7.0131E-06   3.7779E-03 -7.9432E-04
  1008      4.2185E-04   6.9282E-05 -7.1512E-06   3.8117E-03 -8.0181E-04
  1009      4.2609E-04   7.0644E-05 -7.2920E-06   3.8457E-03 -8.0936E-04
  1010      4.3037E-04   7.2032E-05 -7.4356E-06   3.8801E-03 -8.1698E-04
  1011      4.3470E-04   7.3447E-05 -7.5819E-06   3.9147E-03 -8.2466E-04
  1012      4.3907E-04   7.4890E-05 -7.7312E-06   3.9497E-03 -8.3240E-04
  1013      4.4348E-04   7.6361E-05 -7.8833E-06   3.9849E-03 -8.4021E-04
  1014      4.4794E-04   7.7861E-05 -8.0384E-06   4.0205E-03 -8.4809E-04
  1015      4.5244E-04   7.9390E-05 -8.1966E-06   4.0563E-03 -8.5603E-04
  1016      4.5698E-04   8.0950E-05 -8.3579E-06   4.0925E-03 -8.6404E-04
  1017      4.6158E-04   8.2539E-05 -8.5223E-06   4.1290E-03 -8.7211E-04
  1018      4.6622E-04   8.4160E-05 -8.6899E-06   4.1658E-03 -8.8026E-04
  1019      4.7090E-04   8.5813E-05 -8.8608E-06   4.2029E-03 -8.8847E-04
  1020      4.7563E-04   8.7498E-05 -9.0350E-06   4.2403E-03 -8.9675E-04
  1021      4.8041E-04   8.9216E-05 -9.2127E-06   4.2780E-03 -9.0510E-04
  1022      4.8524E-04   9.0967E-05 -9.3938E-06   4.3161E-03 -9.1352E-04
  1023      4.9012E-04   9.2753E-05 -9.5784E-06   4.3545E-03 -9.2201E-04
  1024      4.9504E-04   9.4574E-05 -9.7667E-06   4.3932E-03 -9.3057E-04
  1025      5.0002E-04   9.6430E-05 -9.9587E-06   4.4322E-03 -9.3921E-04
  1026      5.0505E-04   9.8323E-05 -1.0154E-05   4.4716E-03 -9.4792E-04
  1027      5.1012E-04   1.0025E-04 -1.0354E-05   4.5113E-03 -9.5670E-04
  1028      5.1525E-04   1.0222E-04 -1.0557E-05   4.5514E-03 -9.6555E-04
  1029      5.2043E-04   1.0423E-04 -1.0765E-05   4.5918E-03 -9.7448E-04
  1030      5.2566E-04   1.0627E-04 -1.0976E-05   4.6325E-03 -9.8348E-04
  1031      5.3094E-04   1.0836E-04 -1.1192E-05   4.6736E-03 -9.9256E-04
  1032      5.3628E-04   1.1048E-04 -1.1412E-05   4.7150E-03 -1.0017E-03
  1033      5.4167E-04   1.1265E-04 -1.1636E-05   4.7568E-03 -1.0109E-03
  1034      5.4711E-04   1.1486E-04 -1.1864E-05   4.7989E-03 -1.0203E-03
  1035      5.5261E-04   1.1711E-04 -1.2097E-05   4.8414E-03 -1.0296E-03
  1036      5.5816E-04   1.1941E-04 -1.2335E-05   4.8842E-03 -1.0391E-03
  1037      5.6377E-04   1.2175E-04 -1.2577E-05   4.9274E-03 -1.0487E-03
  1038      5.6944E-04   1.2414E-04 -1.2823E-05   4.9710E-03 -1.0583E-03
  1039      5.7516E-04   1.2657E-04 -1.3075E-05   5.0149E-03 -1.0680E-03
  1040      5.8094E-04   1.2905E-04 -1.3332E-05   5.0592E-03 -1.0778E-03
  1041      5.8678E-04   1.3158E-04 -1.3593E-05   5.1039E-03 -1.0877E-03
  1042      5.9268E-04   1.3416E-04 -1.3860E-05   5.1489E-03 -1.0976E-03
  1043      5.9863E-04   1.3679E-04 -1.4132E-05   5.1943E-03 -1.1077E-03
  1044      6.0465E-04   1.3947E-04 -1.4409E-05   5.2401E-03 -1.1178E-03
  1045      6.1073E-04   1.4220E-04 -1.4692E-05   5.2863E-03 -1.1280E-03
  1046      6.1686E-04   1.4499E-04 -1.4980E-05   5.3329E-03 -1.1383E-03
  1047      6.2306E-04   1.4783E-04 -1.5274E-05   5.3799E-03 -1.1487E-03
  1048      6.2933E-04   1.5073E-04 -1.5573E-05   5.4272E-03 -1.1591E-03
  1049      6.3565E-04   1.5368E-04 -1.5878E-05   5.4750E-03 -1.1697E-03
  1050      6.4204E-04   1.5669E-04 -1.6190E-05   5.5231E-03 -1.1803E-03
  1051      6.4849E-04   1.5976E-04 -1.6507E-05   5.5717E-03 -1.1911E-03
  1052      6.5501E-04   1.6289E-04 -1.6830E-05   5.6206E-03 -1.2019E-03
  1053      6.6159E-04   1.6608E-04 -1.7160E-05   5.6700E-03 -1.2128E-03
  1054      6.6824E-04   1.6933E-04 -1.7496E-05   5.7197E-03 -1.2238E-03
  1055      6.7496E-04   1.7265E-04 -1.7839E-05   5.7699E-03 -1.2349E-03
  1056      6.8174E-04   1.7602E-04 -1.8189E-05   5.8205E-03 -1.2461E-03
  1057      6.8859E-04   1.7947E-04 -1.8545E-05   5.8715E-03 -1.2574E-03
  1058      6.9551E-04   1.8298E-04 -1.8908E-05   5.9230E-03 -1.2687E-03
  1059      7.0250E-04   1.8656E-04 -1.9279E-05   5.9748E-03 -1.2802E-03
  1060      7.0956E-04   1.9021E-04 -1.9656E-05   6.0271E-03 -1.2918E-03
  1061      7.1669E-04   1.9394E-04 -2.0041E-05   6.0798E-03 -1.3034E-03
  1062      7.2390E-04   1.9773E-04 -2.0433E-05   6.1330E-03 -1.3152E-03
  1063      7.3117E-04   2.0160E-04 -2.0833E-05   6.1866E-03 -1.3271E-03
  1064      7.3852E-04   2.0554E-04 -2.1241E-05   6.2406E-03 -1.3390E-03
  1065      7.4594E-04   2.0956E-04 -2.1657E-05   6.2951E-03 -1.3511E-03
  1066      7.5344E-04   2.1366E-04 -2.2081E-05   6.3500E-03 -1.3632E-03
  1067      7.6101E-04   2.1784E-04 -2.2513E-05   6.4053E-03 -1.3755E-03
  1068      7.6866E-04   2.2210E-04 -2.2953E-05   6.4612E-03 -1.3879E-03
  1069      7.7638E-04   2.2644E-04 -2.3402E-05   6.5174E-03 -1.4003E-03
  1070      7.8419E-04   2.3086E-04 -2.3860E-05   6.5741E-03 -1.4129E-03
  1071      7.9207E-04   2.3538E-04 -2.4327E-05   6.6313E-03 -1.4256E-03
  1072      8.0003E-04   2.3998E-04 -2.4802E-05   6.6890E-03 -1.4384E-03
  1073      8.0807E-04   2.4467E-04 -2.5287E-05   6.7471E-03 -1.4512E-03
  1074      8.1619E-04   2.4945E-04 -2.5782E-05   6.8057E-03 -1.4642E-03
  1075      8.2439E-04   2.5432E-04 -2.6286E-05   6.8648E-03 -1.4773E-03
  1076      8.3268E-04   2.5929E-04 -2.6799E-05   6.9243E-03 -1.4905E-03
  1077      8.4105E-04   2.6435E-04 -2.7323E-05   6.9843E-03 -1.5038E-03
  1078      8.4950E-04   2.6951E-04 -2.7857E-05   7.0448E-03 -1.5173E-03
  1079      8.5804E-04   2.7478E-04 -2.8402E-05   7.1058E-03 -1.5308E-03
  1080      8.6666E-04   2.8014E-04 -2.8956E-05   7.1673E-03 -1.5445E-03
  1081      8.7537E-04   2.8561E-04 -2.9522E-05   7.2292E-03 -1.5582E-03
  1082      8.8417E-04   2.9118E-04 -3.0099E-05   7.2917E-03 -1.5721E-03
  1083      8.9306E-04   2.9687E-04 -3.0686E-05   7.3547E-03 -1.5861E-03
  1084      9.0203E-04   3.0266E-04 -3.1286E-05   7.4181E-03 -1.6002E-03
  1085      9.1110E-04   3.0856E-04 -3.1896E-05   7.4821E-03 -1.6144E-03
  1086      9.2025E-04   3.1458E-04 -3.2519E-05   7.5466E-03 -1.6288E-03
  1087      9.2950E-04   3.2072E-04 -3.3154E-05   7.6116E-03 -1.6432E-03
  1088      9.3884E-04   3.2697E-04 -3.3801E-05   7.6771E-03 -1.6578E-03
  1089      9.4828E-04   3.3335E-04 -3.4461E-05   7.7431E-03 -1.6725E-03
  1090      9.5781E-04   3.3985E-04 -3.5133E-05   7.8097E-03 -1.6873E-03
  1091      9.6744E-04   3.4647E-04 -3.5818E-05   7.8767E-03 -1.7022E-03
  1092      9.7716E-04   3.5323E-04 -3.6517E-05   7.9443E-03 -1.7173E-03
  1093      9.8698E-04   3.6011E-04 -3.7229E-05   8.0125E-03 -1.7325E-03
  1094      9.9690E-04   3.6713E-04 -3.7955E-05   8.0811E-03 -1.7478E-03
  1095      1.0069E-03   3.7428E-04 -3.8695E-05   8.1503E-03 -1.7632E-03
  1096      1.0170E-03   3.8157E-04 -3.9449E-05   8.2201E-03 -1.7787E-03
  1097      1.0273E-03   3.8900E-04 -4.0218E-05   8.2904E-03 -1.7944E-03
  1098      1.0376E-03   3.9658E-04 -4.1002E-05   8.3612E-03 -1.8102E-03
  1099      1.0480E-03   4.0430E-04 -4.1801E-05   8.4326E-03 -1.8262E-03
  1100      1.0585E-03   4.1217E-04 -4.2616E-05   8.5045E-03 -1.8422E-03
  1101      1.0692E-03   4.2020E-04 -4.3446E-05   8.5770E-03 -1.8584E-03
  1102      1.0799E-03   4.2837E-04 -4.4292E-05   8.6501E-03 -1.8748E-03
  1103      1.0908E-03   4.3671E-04 -4.5155E-05   8.7237E-03 -1.8912E-03
  1104      1.1017E-03   4.4521E-04 -4.6034E-05   8.7979E-03 -1.9078E-03
  1105      1.1128E-03   4.5387E-04 -4.6930E-05   8.8726E-03 -1.9245E-03
  1106      1.1240E-03   4.6269E-04 -4.7843E-05   8.9480E-03 -1.9414E-03
  1107      1.1353E-03   4.7169E-04 -4.8775E-05   9.0239E-03 -1.9584E-03
  1108      1.1467E-03   4.8086E-04 -4.9724E-05   9.1003E-03 -1.9755E-03
  1109      1.1582E-03   4.9021E-04 -5.0691E-05   9.1774E-03 -1.9928E-03
  1110      1.1699E-03   4.9974E-04 -5.1677E-05   9.2551E-03 -2.0102E-03
  1111      1.1816E-03   5.0945E-04 -5.2682E-05   9.3333E-03 -2.0277E-03
  1112      1.1935E-03   5.1935E-04 -5.3707E-05   9.4121E-03 -2.0454E-03
  1113      1.2055E-03   5.2944E-04 -5.4751E-05   9.4915E-03 -2.0632E-03
  1114      1.2176E-03   5.3972E-04 -5.5815E-05   9.5716E-03 -2.0812E-03
  1115      1.2299E-03   5.5020E-04 -5.6900E-05   9.6522E-03 -2.0993E-03
  1116      1.2422E-03   5.6088E-04 -5.8006E-05   9.7334E-03 -2.1176E-03
  1117      1.2547E-03   5.7177E-04 -5.9133E-05   9.8153E-03 -2.1360E-03
  1118      1.2673E-03   5.8287E-04 -6.0281E-05   9.8977E-03 -2.1545E-03
  1119      1.2800E-03   5.9418E-04 -6.1452E-05   9.9808E-03 -2.1732E-03
  1120      1.2929E-03   6.0571E-04 -6.2645E-05   1.0064E-02 -2.1921E-03
  1121      1.3059E-03   6.1746E-04 -6.3862E-05   1.0149E-02 -2.2111E-03
  1122      1.3190E-03   6.2943E-04 -6.5101E-05   1.0234E-02 -2.2302E-03
  1123      1.3323E-03   6.4164E-04 -6.6365E-05   1.0319E-02 -2.2495E-03
  1124      1.3457E-03   6.5407E-04 -6.7653E-05   1.0405E-02 -2.2689E-03
  1125      1.3592E-03   6.6675E-04 -6.8965E-05   1.0492E-02 -2.2885E-03
  1126      1.3729E-03   6.7967E-04 -7.0303E-05   1.0580E-02 -2.3083E-03
  1127      1.3867E-03   6.9284E-04 -7.1666E-05   1.0668E-02 -2.3282E-03
  1128      1.4006E-03   7.0626E-04 -7.3056E-05   1.0756E-02 -2.3482E-03
  1129      1.4147E-03   7.1994E-04 -7.4472E-05   1.0846E-02 -2.3685E-03
  1130      1.4289E-03   7.3388E-04 -7.5915E-05   1.0936E-02 -2.3888E-03
  1131      1.4432E-03   7.4808E-04 -7.7386E-05   1.1026E-02 -2.4094E-03
  1132      1.4577E-03   7.6256E-04 -7.8885E-05   1.1118E-02 -2.4300E-03
  1133      1.4724E-03   7.7732E-04 -8.0413E-05   1.1210E-02 -2.4509E-03
  1134      1.4872E-03   7.9236E-04 -8.1971E-05   1.1302E-02 -2.4719E-03
  1135      1.5021E-03   8.0768E-04 -8.3558E-05   1.1395E-02 -2.4931E-03
  1136      1.5172E-03   8.2330E-04 -8.5175E-05   1.1489E-02 -2.5144E-03
  1137      1.5325E-03   8.3921E-04 -8.6823E-05   1.1584E-02 -2.5359E-03
  1138      1.5479E-03   8.5543E-04 -8.8503E-05   1.1679E-02 -2.5576E-03
  1139      1.5634E-03   8.7196E-04 -9.0215E-05   1.1775E-02 -2.5794E-03
  1140      1.5792E-03   8.8881E-04 -9.1960E-05   1.1872E-02 -2.6014E-03
  1141      1.5950E-03   9.0598E-04 -9.3738E-05   1.1969E-02 -2.6236E-03
  1142      1.6111E-03   9.2347E-04 -9.5550E-05   1.2067E-02 -2.6459E-03
  1143      1.6273E-03   9.4130E-04 -9.7397E-05   1.2165E-02 -2.6684E-03
  1144      1.6436E-03   9.5947E-04 -9.9279E-05   1.2265E-02 -2.6911E-03
  1145      1.6601E-03   9.7798E-04 -1.0120E-04   1.2365E-02 -2.7139E-03
  1146      1.6768E-03   9.9685E-04 -1.0315E-04   1.2465E-02 -2.7369E-03
  1147      1.6937E-03   1.0161E-03 -1.0514E-04   1.2567E-02 -2.7601E-03
  1148      1.7107E-03   1.0357E-03 -1.0717E-04   1.2669E-02 -2.7835E-03
  1149      1.7279E-03   1.0556E-03 -1.0924E-04   1.2771E-02 -2.8070E-03
  1150      1.7452E-03   1.0760E-03 -1.1135E-04   1.2875E-02 -2.8307E-03
  1151      1.7628E-03   1.0967E-03 -1.1350E-04   1.2979E-02 -2.8546E-03
  1152      1.7805E-03   1.1178E-03 -1.1569E-04   1.3084E-02 -2.8787E-03
  1153      1.7984E-03   1.1394E-03 -1.1792E-04   1.3189E-02 -2.9030E-03
  1154      1.8165E-03   1.1613E-03 -1.2019E-04   1.3295E-02 -2.9274E-03
  1155      1.8347E-03   1.1836E-03 -1.2250E-04   1.3402E-02 -2.9520E-03
  1156      1.8532E-03   1.2064E-03 -1.2486E-04   1.3510E-02 -2.9768E-03
  1157      1.8718E-03   1.2296E-03 -1.2727E-04   1.3618E-02 -3.0018E-03
  1158      1.8906E-03   1.2533E-03 -1.2972E-04   1.3727E-02 -3.0269E-03
  1159      1.9096E-03   1.2774E-03 -1.3222E-04   1.3837E-02 -3.0522E-03
  1160      1.9288E-03   1.3019E-03 -1.3476E-04   1.3947E-02 -3.0778E-03
  1161      1.9482E-03   1.3269E-03 -1.3735E-04   1.4058E-02 -3.1035E-03
  1162      1.9678E-03   1.3524E-03 -1.4000E-04   1.4170E-02 -3.1294E-03
  1163      1.9875E-03   1.3784E-03 -1.4269E-04   1.4283E-02 -3.1555E-03
  1164      2.0075E-03   1.4048E-03 -1.4543E-04   1.4396E-02 -3.1817E-03
  1165      2.0277E-03   1.4318E-03 -1.4823E-04   1.4510E-02 -3.2082E-03
  1166      2.0481E-03   1.4593E-03 -1.5107E-04   1.4625E-02 -3.2348E-03
  1167      2.0686E-03   1.4872E-03 -1.5397E-04   1.4740E-02 -3.2617E-03
  1168      2.0894E-03   1.5158E-03 -1.5693E-04   1.4856E-02 -3.2887E-03
  1169      2.1104E-03   1.5448E-03 -1.5994E-04   1.4973E-02 -3.3159E-03
  1170      2.1316E-03   1.5744E-03 -1.6301E-04   1.5090E-02 -3.3434E-03
  1171      2.1531E-03   1.6046E-03 -1.6614E-04   1.5209E-02 -3.3710E-03
  1172      2.1747E-03   1.6353E-03 -1.6933E-04   1.5328E-02 -3.3988E-03
  1173      2.1966E-03   1.6666E-03 -1.7257E-04   1.5447E-02 -3.4268E-03
  1174      2.2186E-03   1.6985E-03 -1.7588E-04   1.5568E-02 -3.4550E-03
  1175      2.2409E-03   1.7310E-03 -1.7925E-04   1.5689E-02 -3.4834E-03
  1176      2.2635E-03   1.7641E-03 -1.8268E-04   1.5810E-02 -3.5120E-03
  1177      2.2862E-03   1.7978E-03 -1.8618E-04   1.5933E-02 -3.5408E-03
  1178      2.3092E-03   1.8322E-03 -1.8974E-04   1.6056E-02 -3.5697E-03
  1179      2.3324E-03   1.8672E-03 -1.9337E-04   1.6180E-02 -3.5989E-03
  1180      2.3558E-03   1.9028E-03 -1.9707E-04   1.6305E-02 -3.6283E-03
  1181      2.3795E-03   1.9391E-03 -2.0084E-04   1.6430E-02 -3.6579E-03
  1182      2.4034E-03   1.9761E-03 -2.0468E-04   1.6556E-02 -3.6877E-03
  1183      2.4276E-03   2.0138E-03 -2.0859E-04   1.6683E-02 -3.7177E-03
  1184      2.4520E-03   2.0522E-03 -2.1258E-04   1.6810E-02 -3.7479E-03
  1185      2.4766E-03   2.0914E-03 -2.1663E-04   1.6938E-02 -3.7783E-03
  1186      2.5015E-03   2.1312E-03 -2.2077E-04   1.7067E-02 -3.8089E-03
  1187      2.5266E-03   2.1718E-03 -2.2498E-04   1.7197E-02 -3.8397E-03
  1188      2.5520E-03   2.2132E-03 -2.2927E-04   1.7327E-02 -3.8707E-03
  1189      2.5777E-03   2.2553E-03 -2.3365E-04   1.7458E-02 -3.9019E-03
  1190      2.6036E-03   2.2982E-03 -2.3810E-04   1.7590E-02 -3.9333E-03
  1191      2.6298E-03   2.3419E-03 -2.4263E-04   1.7722E-02 -3.9650E-03
  1192      2.6562E-03   2.3864E-03 -2.4726E-04   1.7855E-02 -3.9968E-03
  1193      2.6829E-03   2.4318E-03 -2.5196E-04   1.7989E-02 -4.0288E-03
  1194      2.7098E-03   2.4779E-03 -2.5676E-04   1.8123E-02 -4.0611E-03
  1195      2.7371E-03   2.5250E-03 -2.6164E-04   1.8258E-02 -4.0936E-03
  1196      2.7646E-03   2.5729E-03 -2.6662E-04   1.8394E-02 -4.1262E-03
  1197      2.7924E-03   2.6217E-03 -2.7169E-04   1.8530E-02 -4.1591E-03
  1198      2.8204E-03   2.6714E-03 -2.7685E-04   1.8667E-02 -4.1922E-03
  1199      2.8488E-03   2.7221E-03 -2.8211E-04   1.8805E-02 -4.2255E-03
  1200      2.8774E-03   2.7736E-03 -2.8746E-04   1.8943E-02 -4.2590E-03
  1201      2.9063E-03   2.8262E-03 -2.9292E-04   1.9083E-02 -4.2927E-03
  1202      2.9355E-03   2.8797E-03 -2.9847E-04   1.9222E-02 -4.3266E-03
  1203      2.9650E-03   2.9342E-03 -3.0413E-04   1.9363E-02 -4.3607E-03
  1204      2.9948E-03   2.9897E-03 -3.0990E-04   1.9504E-02 -4.3951E-03
  1205      3.0249E-03   3.0462E-03 -3.1577E-04   1.9645E-02 -4.4296E-03
  1206      3.0553E-03   3.1037E-03 -3.2175E-04   1.9787E-02 -4.4644E-03
  1207      3.0861E-03   3.1623E-03 -3.2784E-04   1.9930E-02 -4.4994E-03
  1208      3.1171E-03   3.2220E-03 -3.3404E-04   2.0074E-02 -4.5346E-03
  1209      3.1484E-03   3.2828E-03 -3.4036E-04   2.0218E-02 -4.5700E-03
  1210      3.1800E-03   3.3448E-03 -3.4679E-04   2.0362E-02 -4.6056E-03
  1211      3.2120E-03   3.4078E-03 -3.5334E-04   2.0508E-02 -4.6414E-03
  1212      3.2443E-03   3.4720E-03 -3.6002E-04   2.0654E-02 -4.6774E-03
  1213      3.2769E-03   3.5374E-03 -3.6681E-04   2.0800E-02 -4.7137E-03
  1214      3.3098E-03   3.6040E-03 -3.7373E-04   2.0947E-02 -4.7501E-03
  1215      3.3431E-03   3.6718E-03 -3.8078E-04   2.1095E-02 -4.7868E-03
  1216      3.3767E-03   3.7408E-03 -3.8796E-04   2.1243E-02 -4.8237E-03
  1217      3.4106E-03   3.8111E-03 -3.9527E-04   2.1392E-02 -4.8607E-03
  1218      3.4449E-03   3.8827E-03 -4.0271E-04   2.1541E-02 -4.8980E-03
  1219      3.4795E-03   3.9556E-03 -4.1029E-04   2.1691E-02 -4.9355E-03
  1220      3.5145E-03   4.0298E-03 -4.1801E-04   2.1841E-02 -4.9733E-03
  1221      3.5498E-03   4.1054E-03 -4.2587E-04   2.1992E-02 -5.0112E-03
  1222      3.5855E-03   4.1823E-03 -4.3387E-04   2.2143E-02 -5.0493E-03
  1223      3.6215E-03   4.2607E-03 -4.4202E-04   2.2295E-02 -5.0876E-03
  1224      3.6579E-03   4.3404E-03 -4.5032E-04   2.2447E-02 -5.1262E-03
  1225      3.6947E-03   4.4217E-03 -4.5876E-04   2.2600E-02 -5.1649E-03
  1226      3.7318E-03   4.5043E-03 -4.6737E-04   2.2753E-02 -5.2039E-03
  1227      3.7693E-03   4.5885E-03 -4.7613E-04   2.2907E-02 -5.2430E-03
  1228      3.8072E-03   4.6742E-03 -4.8505E-04   2.3061E-02 -5.2824E-03
  1229      3.8455E-03   4.7615E-03 -4.9413E-04   2.3216E-02 -5.3220E-03
  1230      3.8841E-03   4.8503E-03 -5.0337E-04   2.3371E-02 -5.3617E-03
  1231      3.9231E-03   4.9408E-03 -5.1278E-04   2.3526E-02 -5.4017E-03
  1232      3.9626E-03   5.0328E-03 -5.2237E-04   2.3682E-02 -5.4419E-03
  1233      4.0024E-03   5.1266E-03 -5.3212E-04   2.3838E-02 -5.4823E-03
  1234      4.0426E-03   5.2220E-03 -5.4206E-04   2.3995E-02 -5.5228E-03
  1235      4.0832E-03   5.3191E-03 -5.5217E-04   2.4151E-02 -5.5636E-03
